Meeting ID,Minister,Role,Department,Start Date,End Date,Organisation,Representative,Reason,Hopspitality?,Original File,Original Row
138,Rob Wilson MP,,Cabinet Office,06-2016,06-2016,Unltd,,Social Enterprise and Investment Policy,0,565797_cabinet_office_ministers_meetings_april_june_2016.csv,82
139,Rob Wilson MP,,Cabinet Office,06-2016,06-2016,Co-operatives UK,,Mission-led Business Reviews,0,565797_cabinet_office_ministers_meetings_april_june_2016.csv,83
140,Rob Wilson MP,,Cabinet Office,06-2016,06-2016,Surrey County Council,,Office of Civil Society policies,0,565797_cabinet_office_ministers_meetings_april_june_2016.csv,84
141,John Penrose MP,,Cabinet Office,05-2016,05-2016,Citizens Advice Bureau,,Making use of complaints data,0,565797_cabinet_office_ministers_meetings_april_june_2016.csv,87
142,John Penrose MP,,Cabinet Office,05-2016,05-2016,Association of Electoral Administrators,,Electoral Administration,0,565797_cabinet_office_ministers_meetings_april_june_2016.csv,88
143,John Penrose MP,,Cabinet Office,05-2016,05-2016,Universities UK,,Registering students to vote,0,565797_cabinet_office_ministers_meetings_april_june_2016.csv,89
144,John Penrose MP,,Cabinet Office,05-2016,05-2016,Uprising,,Voter Registration Campaign,0,565797_cabinet_office_ministers_meetings_april_june_2016.csv,90
145,John Penrose MP,,Cabinet Office,06-2016,06-2016,Manchester University,,Regius Professorship,0,565797_cabinet_office_ministers_meetings_april_june_2016.csv,91
146,Lord Bridges of Headley,,Cabinet Office,04-2016,04-2016,Pool Reinsurance Company LTD,,Risk in international voluntary sector,0,565797_cabinet_office_ministers_meetings_april_june_2016.csv,94
147,Lord Bridges of Headley,,Cabinet Office,04-2016,04-2016,Payments UK,,Government payment systems,0,565797_cabinet_office_ministers_meetings_april_june_2016.csv,95
148,Lord Bridges of Headley,,Cabinet Office,04-2016,04-2016,Strategic Forum for Construction,,National Infrastructure Projects,0,565797_cabinet_office_ministers_meetings_april_june_2016.csv,96
149,Lord Bridges of Headley,,Cabinet Office,05-2016,05-2016,Sir Stuart Etherington Chief Executive,,NCVO,0,565797_cabinet_office_ministers_meetings_april_june_2016.csv,97
149,Lord Bridges of Headley,,Cabinet Office,05-2016,05-2016,NCVO,,NCVO,0,565797_cabinet_office_ministers_meetings_april_june_2016.csv,97
150,Lord Bridges of Headley,,Cabinet Office,05-2016,05-2016,Infrastructure Fund Roundtable,,Infrastructure Funding,0,565797_cabinet_office_ministers_meetings_april_june_2016.csv,98
151,Lord Bridges of Headley,,Cabinet Office,05-2016,05-2016,BMW,,Oxford Flood Alleviation Scheme,0,565797_cabinet_office_ministers_meetings_april_june_2016.csv,99
152,Lord Bridges of Headley,,Cabinet Office,05-2016,05-2016,Sir John Parker,,BME policies,0,565797_cabinet_office_ministers_meetings_april_june_2016.csv,100
153,Lord Bridges of Headley,,Cabinet Office,06-2016,06-2016,Crossrail,,Skills Gap,0,565797_cabinet_office_ministers_meetings_april_june_2016.csv,101
153,Lord Bridges of Headley,,Cabinet Office,06-2016,06-2016,Balfour Beatty,,Skills Gap,0,565797_cabinet_office_ministers_meetings_april_june_2016.csv,101
154,Lord Bridges of Headley,,Cabinet Office,06-2016,06-2016,Balfour Beatty,,National Infrastructure Projects,0,565797_cabinet_office_ministers_meetings_april_june_2016.csv,102
155,Rt Hon Oliver Letwin MP,,Cabinet Office,01-2016,01-2016,Lyceum Capital,,Health and Social Care,0,535773_ministerial_jan_march_2016_meetings.csv,2
156,Rt Hon Oliver Letwin MP,,Cabinet Office,01-2016,01-2016,Gulbenkian,,Government policy,0,535773_ministerial_jan_march_2016_meetings.csv,3
157,Rt Hon Oliver Letwin MP,,Cabinet Office,01-2016,01-2016,ABI,,Flooding,0,535773_ministerial_jan_march_2016_meetings.csv,4
158,Rt Hon Oliver Letwin MP,,Cabinet Office,01-2016,01-2016,Step up to serve,,Youth,0,535773_ministerial_jan_march_2016_meetings.csv,5
159,Rt Hon Oliver Letwin MP,,Cabinet Office,01-2016,01-2016,Church of England,,Supplementary Schools,0,535773_ministerial_jan_march_2016_meetings.csv,6
160,Rt Hon Oliver Letwin MP,,Cabinet Office,01-2016,01-2016,Idan Ofer,,Electricity market,0,535773_ministerial_jan_march_2016_meetings.csv,7
160,Rt Hon Oliver Letwin MP,,Cabinet Office,01-2016,01-2016,KiWi Power,,Electricity market,0,535773_ministerial_jan_march_2016_meetings.csv,7
161,Rt Hon Oliver Letwin MP,,Cabinet Office,01-2016,01-2016,Passiv Systems,,Electricity market,0,535773_ministerial_jan_march_2016_meetings.csv,8
162,Rt Hon Oliver Letwin MP,,Cabinet Office,01-2016,01-2016,Electric Infrastructure Security Council,,Resilience,0,535773_ministerial_jan_march_2016_meetings.csv,9
163,Rt Hon Oliver Letwin MP,,Cabinet Office,01-2016,01-2016,GAVI,,Global health security,0,535773_ministerial_jan_march_2016_meetings.csv,10
164,Rt Hon Oliver Letwin MP,,Cabinet Office,01-2016,01-2016,Arcadis,,Flooding,0,535773_ministerial_jan_march_2016_meetings.csv,11
165,Rt Hon Oliver Letwin MP,,Cabinet Office,01-2016,01-2016,Adlens,,Government policy,0,535773_ministerial_jan_march_2016_meetings.csv,12
166,Rt Hon Oliver Letwin MP,,Cabinet Office,01-2016,01-2016,Hanover,,Health and Social Care,0,535773_ministerial_jan_march_2016_meetings.csv,13
166,Rt Hon Oliver Letwin MP,,Cabinet Office,01-2016,01-2016,LQ Group,,Health and Social Care,0,535773_ministerial_jan_march_2016_meetings.csv,13
166,Rt Hon Oliver Letwin MP,,Cabinet Office,01-2016,01-2016,Anchor,,Health and Social Care,0,535773_ministerial_jan_march_2016_meetings.csv,13
167,Rt Hon Oliver Letwin MP,,Cabinet Office,01-2016,01-2016,CQC,,Health and Social Care,0,535773_ministerial_jan_march_2016_meetings.csv,14
168,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2016,02-2016,Step up to serve,,Youth,0,535773_ministerial_jan_march_2016_meetings.csv,15
169,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2016,02-2016,Flood Re,,Flooding,0,535773_ministerial_jan_march_2016_meetings.csv,16
170,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2016,02-2016,CBI,,Government policy,0,535773_ministerial_jan_march_2016_meetings.csv,17
171,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2016,02-2016,Lord Sterling,,Volunteering,0,535773_ministerial_jan_march_2016_meetings.csv,18
172,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2016,02-2016,George Ferguson,,Core Cities,0,535773_ministerial_jan_march_2016_meetings.csv,19
172,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2016,02-2016,Mayor of Bristol,,Core Cities,0,535773_ministerial_jan_march_2016_meetings.csv,19
173,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2016,02-2016,KiWi Power,,Power demand management,0,535773_ministerial_jan_march_2016_meetings.csv,20
174,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2016,02-2016,Lord Leigh,,Inter-faith relations,0,535773_ministerial_jan_march_2016_meetings.csv,21
175,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2016,02-2016,Dame Carol Black,,Health and Work,0,535773_ministerial_jan_march_2016_meetings.csv,22
176,Rt Hon Oliver Letwin MP,,Cabinet Office,02-2016,02-2016,Indian Angel Network,,Indian investment,0,535773_ministerial_jan_march_2016_meetings.csv,23
177,Rt Hon Oliver Letwin MP,,Cabinet Office,03-2016,03-2016,Young Enterprise,,Entrepreneurship,0,535773_ministerial_jan_march_2016_meetings.csv,24
178,Rt Hon Oliver Letwin MP,,Cabinet Office,03-2016,03-2016,EDF Energy Ltd.,,UK power generation,0,535773_ministerial_jan_march_2016_meetings.csv,25
179,Rt Hon Oliver Letwin MP,,Cabinet Office,03-2016,03-2016,Sir James Dyson,,Battery technology,0,535773_ministerial_jan_march_2016_meetings.csv,26
180,Rt Hon Oliver Letwin MP,,Cabinet Office,03-2016,03-2016,Toyota,,zero emission vehicles,0,535773_ministerial_jan_march_2016_meetings.csv,27
181,Rt Hon Oliver Letwin MP,,Cabinet Office,03-2016,03-2016,BMW,,zero emission vehicles,0,535773_ministerial_jan_march_2016_meetings.csv,28
182,Rt Hon Oliver Letwin MP,,Cabinet Office,03-2016,03-2016,Productiv,,zero emission vehicles,0,535773_ministerial_jan_march_2016_meetings.csv,29
183,Rt Hon Oliver Letwin MP,,Cabinet Office,03-2016,03-2016,Ford,,zero emission vehicles,0,535773_ministerial_jan_march_2016_meetings.csv,30
184,Rt Hon Oliver Letwin MP,,Cabinet Office,03-2016,03-2016,London Taxi Company,,zero emission vehicles,0,535773_ministerial_jan_march_2016_meetings.csv,31
185,Rt Hon Oliver Letwin MP,,Cabinet Office,03-2016,03-2016,ABI,,flooding resilience,0,535773_ministerial_jan_march_2016_meetings.csv,32
186,Rt Hon Oliver Letwin MP,,Cabinet Office,03-2016,03-2016,Jaguar Landrover,,zero emission vehicles,0,535773_ministerial_jan_march_2016_meetings.csv,33
187,Rt Hon Oliver Letwin MP,,Cabinet Office,03-2016,03-2016,Centre for Ageing Better,,Ageing,0,535773_ministerial_jan_march_2016_meetings.csv,34
188,Rt Hon Oliver Letwin MP,,Cabinet Office,03-2016,03-2016,Virgin Care,,Health,0,535773_ministerial_jan_march_2016_meetings.csv,35
189,Rt Hon Matthew Hancock MP,,Cabinet Office,01-2016,01-2016,Cross Rail,,Government policy,0,535773_ministerial_jan_march_2016_meetings.csv,40
190,Rt Hon Matthew Hancock MP,,Cabinet Office,01-2016,01-2016,KCS Group Europe Ltd,,Cyber security,0,535773_ministerial_jan_march_2016_meetings.csv,41
191,Rt Hon Matthew Hancock MP,,Cabinet Office,01-2016,01-2016,Payfont Limited,,Digital identity,0,535773_ministerial_jan_march_2016_meetings.csv,42
192,Rt Hon Matthew Hancock MP,,Cabinet Office,01-2016,01-2016,Policy Exchange Roundtable,,Data in government,0,535773_ministerial_jan_march_2016_meetings.csv,43
193,Rt Hon Matthew Hancock MP,,Cabinet Office,01-2016,01-2016,Jewish Human rights watch,,Foreign Policy,0,535773_ministerial_jan_march_2016_meetings.csv,44
194,Rt Hon Matthew Hancock MP,,Cabinet Office,01-2016,01-2016,Transport for London,,Digital government,0,535773_ministerial_jan_march_2016_meetings.csv,45
195,Rt Hon Matthew Hancock MP,,Cabinet Office,01-2016,01-2016,Level 39,,Digital government,0,535773_ministerial_jan_march_2016_meetings.csv,46
196,Rt Hon Matthew Hancock MP,,Cabinet Office,02-2016,02-2016,Talk Talk - Cyber Security,,Cyber security,0,535773_ministerial_jan_march_2016_meetings.csv,47
197,Rt Hon Matthew Hancock MP,,Cabinet Office,02-2016,02-2016,Vodafone,,Digital and commercial,0,535773_ministerial_jan_march_2016_meetings.csv,48
198,Rt Hon Matthew Hancock MP,,Cabinet Office,02-2016,02-2016,Deepmind Technologies,,Data in government,0,535773_ministerial_jan_march_2016_meetings.csv,49
199,Rt Hon Matthew Hancock MP,,Cabinet Office,02-2016,02-2016,Money Saving Expert,,Government Commercial,0,535773_ministerial_jan_march_2016_meetings.csv,50
200,Rt Hon Matthew Hancock MP,,Cabinet Office,02-2016,02-2016,Bruce Anderson,,Political Media,0,535773_ministerial_jan_march_2016_meetings.csv,51
200,Rt Hon Matthew Hancock MP,,Cabinet Office,02-2016,02-2016,Freelance Journalist,,Political Media,0,535773_ministerial_jan_march_2016_meetings.csv,51
201,Rt Hon Matthew Hancock MP,,Cabinet Office,02-2016,02-2016,Hinduja Group + AMC,,Efficiency and Reform,0,535773_ministerial_jan_march_2016_meetings.csv,52
202,Rt Hon Matthew Hancock MP,,Cabinet Office,02-2016,02-2016,Venture Partners,,Cyber security,0,535773_ministerial_jan_march_2016_meetings.csv,53
203,Rt Hon Matthew Hancock MP,,Cabinet Office,02-2016,02-2016,Ben Gurion University,,Science and Innovation,0,535773_ministerial_jan_march_2016_meetings.csv,54
204,Rt Hon Matthew Hancock MP,,Cabinet Office,02-2016,02-2016,UK,,Science and Innovation,0,535773_ministerial_jan_march_2016_meetings.csv,55
204,Rt Hon Matthew Hancock MP,,Cabinet Office,02-2016,02-2016,Israeli Tech Hub,,Science and Innovation,0,535773_ministerial_jan_march_2016_meetings.csv,55
204,Rt Hon Matthew Hancock MP,,Cabinet Office,02-2016,02-2016,Saul Singer,,Science and Innovation,0,535773_ministerial_jan_march_2016_meetings.csv,55
204,Rt Hon Matthew Hancock MP,,Cabinet Office,02-2016,02-2016,Kaltura,,Science and Innovation,0,535773_ministerial_jan_march_2016_meetings.csv,55
204,Rt Hon Matthew Hancock MP,,Cabinet Office,02-2016,02-2016,Alpha Omega,,Science and Innovation,0,535773_ministerial_jan_march_2016_meetings.csv,55
205,Rt Hon Matthew Hancock MP,,Cabinet Office,02-2016,02-2016,Cyberspark,,Cyber security,0,535773_ministerial_jan_march_2016_meetings.csv,56
206,Rt Hon Matthew Hancock MP,,Cabinet Office,02-2016,02-2016,Terrestrial Jerusalem,,Foreign Policy,0,535773_ministerial_jan_march_2016_meetings.csv,57
207,Rt Hon Matthew Hancock MP,,Cabinet Office,02-2016,02-2016,Ir Amim,,Foreign Policy,0,535773_ministerial_jan_march_2016_meetings.csv,58
208,Rt Hon Matthew Hancock MP,,Cabinet Office,02-2016,02-2016,Opportunity for SMEs,,Government Commercial,0,535773_ministerial_jan_march_2016_meetings.csv,59
209,Rt Hon Matthew Hancock MP,,Cabinet Office,02-2016,02-2016,National Citizen Service Trust,,NCS,0,535773_ministerial_jan_march_2016_meetings.csv,60
210,Rt Hon Matthew Hancock MP,,Cabinet Office,03-2016,03-2016,Frontier Economics Limited,,Policy Research,0,535773_ministerial_jan_march_2016_meetings.csv,61
211,Rt Hon Matthew Hancock MP,,Cabinet Office,03-2016,03-2016,Business Service Association,,Government Commercial,0,535773_ministerial_jan_march_2016_meetings.csv,62
212,Rt Hon Matthew Hancock MP,,Cabinet Office,03-2016,03-2016,Sir Charlie Bean,,Data and statistics in government,0,535773_ministerial_jan_march_2016_meetings.csv,63
213,Rt Hon Matthew Hancock MP,,Cabinet Office,03-2016,03-2016,Anish Shah Mahindra,,Future Technology Investment,0,535773_ministerial_jan_march_2016_meetings.csv,64
214,Rt Hon Matthew Hancock MP,,Cabinet Office,03-2016,03-2016,Dr Martin Read,,Senior Salaries Review Body,0,535773_ministerial_jan_march_2016_meetings.csv,65
215,Rt Hon Matthew Hancock MP,,Cabinet Office,03-2016,03-2016,Institute of Directors,,Procurement Policy,0,535773_ministerial_jan_march_2016_meetings.csv,66
216,Rob Wilson MP,,Cabinet Office,01-2016,01-2016,National Council for Voluntary Youth Services,,Youth,0,535773_ministerial_jan_march_2016_meetings.csv,70
216,Rob Wilson MP,,Cabinet Office,01-2016,01-2016,Ambition,,Youth,0,535773_ministerial_jan_march_2016_meetings.csv,70
216,Rob Wilson MP,,Cabinet Office,01-2016,01-2016,UK Youth,,Youth,0,535773_ministerial_jan_march_2016_meetings.csv,70
217,Rob Wilson MP,,Cabinet Office,01-2016,01-2016,Step up to serve,,Youth,0,535773_ministerial_jan_march_2016_meetings.csv,71
218,Rob Wilson MP,,Cabinet Office,01-2016,01-2016,Northampton University,,Social enterprise,0,535773_ministerial_jan_march_2016_meetings.csv,72
218,Rob Wilson MP,,Cabinet Office,01-2016,01-2016,Happy at Home Project (part of regional visit),,Social enterprise,0,535773_ministerial_jan_march_2016_meetings.csv,72
219,Rob Wilson MP,,Cabinet Office,01-2016,01-2016,Northamptonshire Community Foundation,,Social action,0,535773_ministerial_jan_march_2016_meetings.csv,73
219,Rob Wilson MP,,Cabinet Office,01-2016,01-2016,Hope for Enterprise,,Social action,0,535773_ministerial_jan_march_2016_meetings.csv,73
219,Rob Wilson MP,,Cabinet Office,01-2016,01-2016,Fredericks Foundation,,Social action,0,535773_ministerial_jan_march_2016_meetings.csv,73
219,Rob Wilson MP,,Cabinet Office,01-2016,01-2016,Tools for Self-reliance,,Social action,0,535773_ministerial_jan_march_2016_meetings.csv,73
219,Rob Wilson MP,,Cabinet Office,01-2016,01-2016,The Good Loaf,,Social action,0,535773_ministerial_jan_march_2016_meetings.csv,73
219,Rob Wilson MP,,Cabinet Office,01-2016,01-2016,Blackthorn Good Neighbours (part of regional visit),,Social action,0,535773_ministerial_jan_march_2016_meetings.csv,73
220,Rob Wilson MP,,Cabinet Office,01-2016,01-2016,Diana Award,,Youth,0,535773_ministerial_jan_march_2016_meetings.csv,74
221,Rob Wilson MP,,Cabinet Office,01-2016,01-2016,Church Buildings Council,,Social action,0,535773_ministerial_jan_march_2016_meetings.csv,75
221,Rob Wilson MP,,Cabinet Office,01-2016,01-2016,Cinnamon Network,,Social action,0,535773_ministerial_jan_march_2016_meetings.csv,75
222,Rob Wilson MP,,Cabinet Office,01-2016,01-2016,British Youth Council,,Youth,0,535773_ministerial_jan_march_2016_meetings.csv,76
223,Rob Wilson MP,,Cabinet Office,01-2016,01-2016,Youth United,,Youth,0,535773_ministerial_jan_march_2016_meetings.csv,77
224,Rob Wilson MP,,Cabinet Office,01-2016,01-2016,Social Investment Business,,Social Investment,0,535773_ministerial_jan_march_2016_meetings.csv,78
225,Rob Wilson MP,,Cabinet Office,01-2016,01-2016,London Commuity Foundation,,Social action,0,535773_ministerial_jan_march_2016_meetings.csv,79
225,Rob Wilson MP,,Cabinet Office,01-2016,01-2016,Evening Standard,,Social action,0,535773_ministerial_jan_march_2016_meetings.csv,79
225,Rob Wilson MP,,Cabinet Office,01-2016,01-2016,Citi Group,,Social action,0,535773_ministerial_jan_march_2016_meetings.csv,79
225,Rob Wilson MP,,Cabinet Office,01-2016,01-2016,Linklaters,,Social action,0,535773_ministerial_jan_march_2016_meetings.csv,79
225,Rob Wilson MP,,Cabinet Office,01-2016,01-2016,Mount Anvill,,Social action,0,535773_ministerial_jan_march_2016_meetings.csv,79
226,Rob Wilson MP,,Cabinet Office,02-2016,02-2016,Business in the Community,,Social action,0,535773_ministerial_jan_march_2016_meetings.csv,80
227,Rob Wilson MP,,Cabinet Office,02-2016,02-2016,Step up to serve,,Youth,0,535773_ministerial_jan_march_2016_meetings.csv,81
228,Rob Wilson MP,,Cabinet Office,02-2016,02-2016,Compact Voice,,Social enterprise,0,535773_ministerial_jan_march_2016_meetings.csv,82
229,Rob Wilson MP,,Cabinet Office,02-2016,02-2016,York City Council West (part of reginal visit),,Floods,0,535773_ministerial_jan_march_2016_meetings.csv,83
230,Rob Wilson MP,,Cabinet Office,02-2016,02-2016,Fossy Flossys (part of reginal visit),,Floods,0,535773_ministerial_jan_march_2016_meetings.csv,84
231,Rob Wilson MP,,Cabinet Office,02-2016,02-2016,Aviva,,Floods,0,535773_ministerial_jan_march_2016_meetings.csv,85
231,Rob Wilson MP,,Cabinet Office,02-2016,02-2016,Church of the Latter Day Saints,,Floods,0,535773_ministerial_jan_march_2016_meetings.csv,85
231,Rob Wilson MP,,Cabinet Office,02-2016,02-2016,Chapfields Community Association (part of reginal visit),,Floods,0,535773_ministerial_jan_march_2016_meetings.csv,85
